"city","min","mean","max"
"Abilene",-20,-0.133554541683949,296
"Albany",-30,4.31802376122863,1082
"Albuquerque",-38,5.76147426981919,1313
"Allentown",-19,-0.322423058133854,530
"Amarillo",-38,6.47382875605816,464
"Anchorage",-66,6.67230536732804,919
"Asheville",-16,-4.13612565445026,136
"Atlanta",-30,7.56618834514836,1356
"Augusta",Inf,NA,-Inf
"Austin",-36,3.48892960363336,784
"Avoca",-15,-0.608438193930422,204
"Bangor",-30,6.98341074983411,441
"Barrow",-19,7.47115384615385,388
"Baton Rouge",-27,2.74852594339623,378
"Beaumont / Port Arthur",-15,-0.300268096514745,206
"Bethel",-20,4.38199697428139,377
"Billings",-35,0.427436823104693,1497
"Birmingham",-87,4.68833652007648,633
"Bismarck",-19,-0.76271186440678,472
"Bloomington",-27,3.72195704057279,466
"Boise",-26,4.08219679633867,531
"Boston",-44,5.04136939172612,1952
"Bozeman",-14,3.48708487084871,1012
"Brownsville",-16,-0.634538152610442,339
"Buffalo",-30,3.66036522633745,1330
"Burbank",-18,7.11437780048738,573
"BWI Airport",-52,9.00648296323985,1279
"Cedar Rapids",-25,0.676889848812095,293
"Champaign",-16,4.49371633752244,363
"Charleston",-28,1.94644464446445,436
"Charlotte",-22,5.35213182210629,2119
"Chattanooga",-20,4.16319018404908,471
"Chicago",-31,7.26426628786756,1433
"Cincinnati",-37,5.88651968452077,1200
"Cleveland",-31,3.5984406795162,522
"College Station",-22,-3.79365079365079,383
"Colorado Springs",-25,1.61153519932146,1275
"Columbia",-18,4.77739726027397,348
"Columbus",-52,4.14052231556089,1005
"Cordova",-29,11.6341807909605,672
"Corpus Christi",-20,8.10753394656154,424
"Dallas",-34,5.9971238625112,1115
"Dayton",-21,4.72179614052449,915
"Daytona Beach",-22,5.33007676203768,274
"Deadhorse",-23,3,297
"Denver",-19,4.69830556670681,1319
"Des Moines",-22,2.03082480433474,689
"Detroit",-25,8.79488218607075,1307
"Dillingham",-21,3.13953488372093,279
"Dubuque",-28,2.93197278911565,844
"Duluth",-25,2.25804853888063,449
"Durango",-14,0.162857142857143,217
"Eagle",-23,12.3045923149016,1172
"El Paso",-17,5.32391031216778,1246
"Erie",-11,-1.5,22
"Eugene",-15,4.06244931062449,880
"Evansville",-19,6.00133422281521,588
"Fairbanks",-23,5.30949210576374,725
"Fargo",-27,-2.71555367709214,338
"Fayetteville / Springdale",-23,8.03830041891083,654
"Flint",-21,0.688205128205128,553
"Fort Lauderdale",-1370,6.2434817070627,1205
"Fort Myers",-36,2.62950605642997,990
"Fort Smith",-30,-3.01346433770015,342
"Fort Wayne",-24,4.58654271801682,552
"Fresno",-22,1.23812442537542,1067
"Grand Forks",-13,-0.431646932185145,206
"Grand Rapids",-25,3.52618428942634,1025
"Great Falls",-25,-0.473809523809524,1075
"Green Bay",-27,1.26396170503761,401
"Greensboro",-28,4.00746344954504,760
"Greenville",-32,3.12729257641921,274
"Gulfport",-18,1.91875626880642,1211
"Gunnison",-17,2.14285714285714,486
"Gustavus",-26,4.97530864197531,106
"Harlingen",-6,9.93053832795832,361
"Harrisburg",-42,2.4663323782235,466
"Hayden",-25,9.36176935229068,1074
"Helena",-26,-2.81306017925736,300
"Honolulu",-20,3.46423702626556,1731
"Houston",-1005,5.78718552729298,1171
"Huntsville",-27,3.33040421792619,1245
"Indianapolis",-31,3.94185106911984,1180
"Islip",-22,6.31277699198491,360
"Jackson",-34,6.94826274410347,1249
"Jacksonville",-22,4.65942243456936,610
"Juneau",-19,11.6983801049509,703
"Kahului",-31,4.57201121590619,1124
"Kalamazoo",-17,0.800854244527496,793
"Kansas City",-37,4.0548906830523,1150
"Keahole",-23,2.82423515296941,1224
"Ketchikan",-26,5.60392798690671,424
"Key West",-22,-0.857493857493858,351
"Killeen",-24,-1.68964401294498,474
"King Salmon",-22,5.12578616352201,282
"Knoxville",-19,2.6376629889669,798
"Kodiak",-16,5.16374269005848,274
"Kotzebue",-20,12.9001956947162,418
"La Crosse",-51,1.63606377130291,284
"Lafayette",-24,-0.653030303030303,285
"Lansing",-23,-1.06716417910448,726
"Laredo",-14,6.21872995509942,427
"Las Vegas",-712,7.42876745064484,1220
"Lawton",-24,-3.78340611353712,201
"Lexington",-26,2.41791044776119,315
"Lihue",-27,4.01391650099404,928
"Little Rock",-31,4.42712088882349,987
"Long Beach",-54,2.6494684177611,1092
"Longview",-25,-4.61921965317919,243
"Los Angeles",-64,4.92655345319556,1505
"Louisville",-32,6.08603181766896,1246
"Lubbock",-26,5.16657894736842,434
"Madison",-41,3.00578895137281,824
"Manchester",-26,5.22411385249717,573
"Mcallen",-25,1.47841105354059,855
"Medford",-18,3.8446511627907,249
"Melbourne",-13,4.38641509433962,267
"Memphis",-25,5.88156698589882,1143
"Miami",-28,5.98961409050333,970
"Midland",-30,4.02049238650918,266
"Milwaukee",-38,2.29401859086623,1089
"Minneapolis",-28,5.36190093727366,1237
"Minot",-19,1.10018552875696,886
"Missoula",-30,1.04082714740191,1010
"Mobile",-22,4.09545454545455,294
"Moline",-25,0.77580747308423,1033
"Monroe",-21,1.6028880866426,328
"Monterey",-20,-1.28821206993796,324
"Montrose",-14,3.37048192771084,1193
"Myrtle Beach",-16,-0.619905956112853,400
"Nashville",-54,5.63277577127177,957
"New Orleans",-25,5.14351226303075,875
"New York",-46,5.29573625991272,1544
"Newark",-981,3.73937232524964,1141
"Newburgh",-27,3.00078678206137,570
"Nome",-18,10.733140655106,402
"Norfolk",-22,4.46780695064822,1204
"North Canton",-15,9.58769230769231,160
"Oakland",-30,8.49659863945578,587
"Oklahoma City",-21,3.6225886903853,507
"Omaha",-23,3.59025229357798,1003
"Ontario",-27,5.66389825314128,1175
"Orange County",-22,4.68317707835071,976
"Orlando",-26,5.28300823091668,1330
"Palm Springs",-23,4.12657166806371,1340
"Pasco",-22,0.334733893557423,339
"Pensacola",-24,1.91358654091257,357
"Peoria",-19,4.29339143064633,260
"Petersburg",-27,16.0217391304348,394
"Philadelphia",-60,6.66260550812714,1237
"Phoenix",-76,7.3133341083469,1162
"Pittsburgh",-26,3.97233762033881,1066
"Portland",-26,4.82594881463636,1074
"Providence",-23,4.71978144513827,1402
"Rapid City",-13,3.12629896083133,982
"Rdu Airport",-65,6.12050702477507,1120
"Reno",-19,6.24465807480794,1192
"Richmond",-27,3.11445521632181,1073
"Rochester",-24,2.09569252320084,1287
"Sacramento",-630,6.85264119348455,930
"Saginaw",-22,-1.06659729448491,558
"Saint Louis",-20,4.53156924112916,932
"Salt Lake City",-65,5.10139997383226,1319
"San Angelo",-24,-4.59471153846154,203
"San Antonio",-17,4.47570147928173,1030
"San Diego",-42,4.85445428759628,1347
"San Francisco",-85,3.95423987001117,1140
"San Jose",-29,5.18414296834887,585
"San Luis Obispo",-26,-1.2027250206441,257
"Santa Barbara",-22,-2.91039755351682,305
"Sarasota",-19,4.36482939632546,909
"Savannah",-21,2.51620411817368,522
"Seattle",-22,6.34351972693505,1083
"Shreveport",-30,-0.200481505799956,604
"Sioux City",-2,-2,-2
"Sioux Falls",-25,-0.887330754352031,391
"Sitka",-18,5.30612244897959,451
"South Bend",-25,1.34662576687117,346
"South Burlington",-21,1.74540594721016,458
"Spokane",-25,3.77728895160621,1255
"Springfield",-24,1.1546511627907,475
"Syracuse",-28,2.11578715434615,678
"Tallahassee",-18,4.47135061391542,464
"Tampa",-25,5.88351347831749,1320
"Texarkana",-26,-7.34140435835351,194
"Toledo",-27,4.0977312390925,235
"Traverse City",-22,4.65064530485091,411
"Tucson",-73,3.15056165828834,938
"Tulsa",-65,4.45201254045307,1255
"Tyler",-22,-1.50929899856938,358
"Unalaska",-33,12.7894736842105,247
"Valparaiso",-20,3.49484536082474,431
"Waco",-21,-2.20220432386605,221
"Washington",-83,2.84555307905238,1365
"West Palm Beach",-36,4.62645341939158,955
"White Plains",-32,6.18330241187384,968
"Wichita",-20,2.32166508987701,1355
"Wichita Falls",-28,-3.45280235988201,266
"Wilmington",-19,-2.87993920972644,321
"Windsor Locks",-31,3.41463717308349,902
"Worcester",-29,2.60076045627376,259
"Wrangell",-39,9.99853801169591,393
"Yakutat",-32,10.6577464788732,657
